fps,smpl_params_global_global_orient_0,smpl_params_global_global_orient_1,smpl_params_global_global_orient_2,smpl_params_global_body_pose_0,smpl_params_global_body_pose_1,smpl_params_global_body_pose_2,smpl_params_global_body_pose_3,smpl_params_global_body_pose_4,smpl_params_global_body_pose_5,smpl_params_global_body_pose_6,smpl_params_global_body_pose_7,smpl_params_global_body_pose_8,smpl_params_global_body_pose_9,smpl_params_global_body_pose_10,smpl_params_global_body_pose_11,smpl_params_global_body_pose_12,smpl_params_global_body_pose_13,smpl_params_global_body_pose_14,smpl_params_global_body_pose_15,smpl_params_global_body_pose_16,smpl_params_global_body_pose_17,smpl_params_global_body_pose_18,smpl_params_global_body_pose_19,smpl_params_global_body_pose_20,smpl_params_global_body_pose_21,smpl_params_global_body_pose_22,smpl_params_global_body_pose_23,smpl_params_global_body_pose_24,smpl_params_global_body_pose_25,smpl_params_global_body_pose_26,smpl_params_global_body_pose_27,smpl_params_global_body_pose_28,smpl_params_global_body_pose_29,smpl_params_global_body_pose_30,smpl_params_global_body_pose_31,smpl_params_global_body_pose_32,smpl_params_global_body_pose_33,smpl_params_global_body_pose_34,smpl_params_global_body_pose_35,smpl_params_global_body_pose_36,smpl_params_global_body_pose_37,smpl_params_global_body_pose_38,smpl_params_global_body_pose_39,smpl_params_global_body_pose_40,smpl_params_global_body_pose_41,smpl_params_global_body_pose_42,smpl_params_global_body_pose_43,smpl_params_global_body_pose_44,smpl_params_global_body_pose_45,smpl_params_global_body_pose_46,smpl_params_global_body_pose_47,smpl_params_global_body_pose_48,smpl_params_global_body_pose_49,smpl_params_global_body_pose_50,smpl_params_global_body_pose_51,smpl_params_global_body_pose_52,smpl_params_global_body_pose_53,smpl_params_global_body_pose_54,smpl_params_global_body_pose_55,smpl_params_global_body_pose_56,smpl_params_global_body_pose_57,smpl_params_global_body_pose_58,smpl_params_global_body_pose_59,smpl_params_global_body_pose_60,smpl_params_global_body_pose_61,smpl_params_global_body_pose_62,smpl_params_global_transl_0,smpl_params_global_transl_1,smpl_params_global_transl_2,smpl_params_global_betas_0,smpl_params_global_betas_1,smpl_params_global_betas_2,smpl_params_global_betas_3,smpl_params_global_betas_4,smpl_params_global_betas_5,smpl_params_global_betas_6,smpl_params_global_betas_7,smpl_params_global_betas_8,smpl_params_global_betas_9
50.0,1.0839743614196777,-1.2134895324707031,-1.2730202674865723,-0.055073194205760956,0.07787249237298965,0.11927419900894165,-0.06422022730112076,-0.08324914425611496,-0.10003189742565155,0.22796176373958588,0.036491286009550095,-0.015060576610267162,0.411395788192749,-0.03106354922056198,-0.08614940196275711,0.3996685743331909,-0.07846035063266754,0.046825215220451355,-0.08190944045782089,-0.00897066481411457,0.010593334212899208,-0.195559561252594,0.1572195291519165,0.020306330174207687,-0.20122285187244415,-0.12293858081102371,-0.004374132491648197,0.11785265803337097,0.012388858012855053,0.014951775781810284,-0.015891848132014275,-0.03642366826534271,0.031845539808273315,-0.03487267717719078,0.021649224683642387,0.03580765798687935,0.04720250144600868,-0.1002834141254425,-0.08289623260498047,-1.831710869737435e-05,0.14078637957572937,-0.257342666387558,-0.10328846424818039,-0.024877751246094704,0.2255781888961792,-0.0597146674990654,-0.049874018877744675,0.009640693664550781,0.08027695119380951,-0.07171253859996796,-0.921187698841095,0.03671776503324509,0.057575374841690063,0.8922802209854126,-0.26670828461647034,-1.612255573272705,0.4595838487148285,-0.4990670680999756,1.8994258642196655,-0.6484164595603943,-0.5634980797767639,-0.20531290769577026,0.37125861644744873,-0.5934267640113831,0.12960025668144226,-0.32159584760665894,0.0,0.0,1.3327727317810059,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0840452909469604,-1.2171753644943237,-1.2723664045333862,-0.0437597818672657,0.07977426052093506,0.11341066658496857,-0.05314711481332779,-0.0826578289270401,-0.09820590168237686,0.2133418172597885,0.03404887765645981,-0.016067199409008026,0.38328683376312256,-0.03185557946562767,-0.08087640255689621,0.3706083595752716,-0.08030938357114792,0.04086554795503616,-0.08168718963861465,-0.009710819460451603,0.00905535090714693,-0.18911175429821014,0.1573484092950821,0.01917840726673603,-0.19128477573394775,-0.12226510792970657,0.0033554639667272568,0.11505782604217529,0.0124527458101511,0.013607555069029331,-0.017490409314632416,-0.03677575662732124,0.03249289095401764,-0.034956615418195724,0.024844612926244736,0.03038252703845501,0.05988471210002899,-0.10127069056034088,-0.08094249665737152,-0.010465238243341446,0.13533915579319,-0.24238121509552002,-0.11375516653060913,-0.021006235852837563,0.20464980602264404,-0.05065891891717911,-0.04538358375430107,0.010140346363186836,0.06060886010527611,-0.08789411187171936,-0.9112585186958313,0.015697620809078217,0.08337165415287018,0.8701086640357971,-0.2887430191040039,-1.62724769115448,0.4997771084308624,-0.5037016272544861,1.9254300594329834,-0.68852698802948,-0.5695181488990784,-0.20011819899082184,0.36806899309158325,-0.5763140916824341,0.1282586008310318,-0.32025936245918274,0.0006410317728295922,-0.0010517708724364638,1.334730625152588,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0844395160675049,-1.2206900119781494,-1.2715867757797241,-0.033524900674819946,0.08084078133106232,0.10723555088043213,-0.04272797331213951,-0.08186746388673782,-0.09559039771556854,0.1999751329421997,0.03208117187023163,-0.01662924513220787,0.3549042046070099,-0.03173360973596573,-0.07441379874944687,0.340663343667984,-0.08212118595838547,0.03469676896929741,-0.08073507249355316,-0.01032728236168623,0.007950239814817905,-0.1813415288925171,0.15763673186302185,0.017236309126019478,-0.17942877113819122,-0.12170517444610596,0.010080200619995594,0.11130774766206741,0.01339095551520586,0.01210944913327694,-0.01858898065984249,-0.03690134733915329,0.03291568532586098,-0.03450612723827362,0.027100712060928345,0.02648933045566082,0.07318361103534698,-0.10135956853628159,-0.07992030680179596,-0.023424485698342323,0.12581774592399597,-0.22669139504432678,-0.12372568994760513,-0.01450088620185852,0.18461894989013672,-0.04298935830593109,-0.04074404388666153,0.01067458838224411,0.04153139144182205,-0.10862493515014648,-0.8998880982398987,-0.004703453741967678,0.11109735071659088,0.8490251302719116,-0.3090062141418457,-1.6389771699905396,0.5363451242446899,-0.5093654990196228,1.9441182613372803,-0.7232851386070251,-0.5702998042106628,-0.19822187721729279,0.370543509721756,-0.5615065097808838,0.12837034463882446,-0.3250013589859009,0.0021744463592767715,-0.0019214352359995246,1.3368247747421265,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0854836702346802,-1.2238620519638062,-1.27055823802948,-0.025446461513638496,0.08024008572101593,0.10044030100107193,-0.033616527915000916,-0.0806809738278389,-0.0913982093334198,0.18911513686180115,0.03106262907385826,-0.01630386710166931,0.325973242521286,-0.029792489483952522,-0.0655772015452385,0.30895039439201355,-0.08387210965156555,0.028105702251195908,-0.07832328975200653,-0.010696363635361195,0.007710868492722511,-0.17092621326446533,0.15824361145496368,0.013666211627423763,-0.16373948752880096,-0.12137383967638016,0.014797798357903957,0.10564710199832916,0.016077600419521332,0.010303549468517303,-0.01868756301701069,-0.03657395392656326,0.03288937732577324,-0.03298718109726906,0.027478566393256187,0.025660213083028793,0.08771597594022751,-0.09965351223945618,-0.08076349645853043,-0.0414079986512661,0.10815337300300598,-0.20953892171382904,-0.13272084295749664,-0.002730007516220212,0.16639019548892975,-0.03809195011854172,-0.035806767642498016,0.011278300546109676,0.023612625896930695,-0.13846135139465332,-0.8856732249259949,-0.02393578365445137,0.14278070628643036,0.830252468585968,-0.32559677958488464,-1.6447721719741821,0.5654090046882629,-0.5172898769378662,1.948652982711792,-0.7468437552452087,-0.5605944395065308,-0.2029217779636383,0.38434314727783203,-0.5512821078300476,0.13138997554779053,-0.3419090807437897,0.005492626689374447,-0.002426886698231101,1.3391917943954468,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0848464965820312,-1.2249704599380493,-1.268347144126892,-0.01588577777147293,0.07838626205921173,0.09353308379650116,-0.024313686415553093,-0.07849206775426865,-0.08698102086782455,0.1800346076488495,0.030785314738750458,-0.015951162204146385,0.29788023233413696,-0.02725694142282009,-0.05710971727967262,0.2816055715084076,-0.08402974903583527,0.02040856145322323,-0.0738605335354805,-0.011156744323670864,0.007951926440000534,-0.1583695262670517,0.1582786738872528,0.009118356741964817,-0.14795535802841187,-0.1232079342007637,0.01609409786760807,0.09889788925647736,0.019282987341284752,0.007643421180546284,-0.018751049414277077,-0.03534247353672981,0.03307623043656349,-0.03148123621940613,0.028458354994654655,0.026004396378993988,0.10074340552091599,-0.09795232117176056,-0.08136923611164093,-0.06167522072792053,0.08475504070520401,-0.19009706377983093,-0.14278078079223633,0.013538429513573647,0.1456836462020874,-0.033432308584451675,-0.03505757078528404,0.01135972235351801,0.002248901640996337,-0.17630864679813385,-0.8716577291488647,-0.04624321311712265,0.17798978090286255,0.8101567625999451,-0.34197762608528137,-1.633110523223877,0.5854220986366272,-0.530586302280426,1.940735101699829,-0.7626142501831055,-0.5501881837844849,-0.20192451775074005,0.3949258625507355,-0.5441482067108154,0.13387976586818695,-0.35681599378585815,0.00886424072086811,-0.00209938851185143,1.341460108757019,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0833687782287598,-1.2250454425811768,-1.265546202659607,-0.005584800150245428,0.07590492814779282,0.08656904101371765,-0.01491563394665718,-0.07580140233039856,-0.08245079219341278,0.17184379696846008,0.030878394842147827,-0.015584789216518402,0.27020561695098877,-0.024424884468317032,-0.048828620463609695,0.25644364953041077,-0.08338906615972519,0.012162814848124981,-0.06837227195501328,-0.011662706732749939,0.008433138020336628,-0.14474189281463623,0.1580243855714798,0.004082676488906145,-0.13212308287620544,-0.12612126767635345,0.01568017154932022,0.09160412847995758,0.0227473396807909,0.004556357394903898,-0.018796978518366814,-0.0336589440703392,0.03336964547634125,-0.029981771484017372,0.029739100486040115,0.026935214176774025,0.1130182147026062,-0.09625250846147537,-0.08185549825429916,-0.08306340128183365,0.05848975107073784,-0.16948911547660828,-0.15335743129253387,0.03205133602023125,0.12372684478759766,-0.02889152243733406,-0.03640228882431984,0.011180007830262184,-0.02082945592701435,-0.21809981763362885,-0.8575227856636047,-0.0700565055012703,0.21488970518112183,0.7892343401908875,-0.35815945267677307,-1.6126790046691895,0.6007818579673767,-0.5465112328529358,1.9265364408493042,-0.7744024991989136,-0.5394303202629089,-0.1980777382850647,0.40389055013656616,-0.5385531783103943,0.13610388338565826,-0.37072256207466125,0.012262572534382343,-0.0013554156757891178,1.3436793088912964,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0830788612365723,-1.2230746746063232,-1.2663383483886719,0.001777765341103077,0.07523173093795776,0.08068712800741196,-0.00719932047650218,-0.07357531040906906,-0.07815977931022644,0.1644185334444046,0.03095119632780552,-0.014590904116630554,0.24822185933589935,-0.017379170283675194,-0.04206227883696556,0.2334243506193161,-0.08078364282846451,0.003918197471648455,-0.06227845326066017,-0.012925321236252785,0.010155410505831242,-0.13818030059337616,0.15708765387535095,-7.616844231961295e-05,-0.11445090174674988,-0.12889058887958527,0.016482699662446976,0.08090592175722122,0.024669596925377846,0.0007331995875574648,-0.017337286844849586,-0.03125316649675369,0.03269880264997482,-0.029377654194831848,0.029083356261253357,0.030068447813391685,0.1265418380498886,-0.0903380811214447,-0.07963541895151138,-0.10441574454307556,0.0265674889087677,-0.15414872765541077,-0.16141276061534882,0.05672084540128708,0.10884840041399002,-0.02024114690721035,-0.035579923540353775,0.009632732719182968,-0.048374634236097336,-0.26506099104881287,-0.8417077660560608,-0.09297634661197662,0.2531439960002899,0.7658012509346008,-0.3771248459815979,-1.5762171745300293,0.6080735325813293,-0.5644992589950562,1.881630301475525,-0.7715214490890503,-0.5264883637428284,-0.1978437602519989,0.4210902452468872,-0.5419394373893738,0.13597115874290466,-0.39651721715927124,0.017096063122153282,-0.003834198461845517,1.3453768491744995,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0825533866882324,-1.220285177230835,-1.2679083347320557,0.010408381931483746,0.07540781050920486,0.0752798393368721,0.0006445891340263188,-0.07128500193357468,-0.07455869764089584,0.15715821087360382,0.0314599983394146,-0.013636946678161621,0.22653013467788696,-0.011896097101271152,-0.03611238673329353,0.21309000253677368,-0.07597161084413528,-0.0032329708337783813,-0.05478237569332123,-0.01474187895655632,0.011863905936479568,-0.13330164551734924,0.15674655139446259,-0.002920885570347309,-0.09790942817926407,-0.13268865644931793,0.016455208882689476,0.07047529518604279,0.026861177757382393,-0.002738840179517865,-0.016053983941674232,-0.02889031171798706,0.03242092952132225,-0.02841702289879322,0.028818540275096893,0.033189304172992706,0.1390308439731598,-0.08335857838392258,-0.07709392160177231,-0.1255703717470169,-0.01005699671804905,-0.1377859115600586,-0.16981662809848785,0.08616096526384354,0.09283491224050522,-0.011160874739289284,-0.0352347157895565,0.007816819474101067,-0.07871314138174057,-0.31465017795562744,-0.8247586488723755,-0.11756352335214615,0.2939865291118622,0.7450190782546997,-0.3970847725868225,-1.5263184309005737,0.6062974333763123,-0.5879328846931458,1.823638916015625,-0.7608350515365601,-0.5106087327003479,-0.1946864128112793,0.43672236800193787,-0.5500401258468628,0.1340152621269226,-0.4195431172847748,0.021444324404001236,-0.006737755611538887,1.3468233346939087,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0815556049346924,-1.2158557176589966,-1.2710310220718384,0.02157592587172985,0.07728295028209686,0.07082178443670273,0.008744409307837486,-0.06886710971593857,-0.07233807444572449,0.15022774040699005,0.03284096717834473,-0.012762757018208504,0.2054263800382614,-0.009530298411846161,-0.03179163113236427,0.19812734425067902,-0.06675700843334198,-0.008207191713154316,-0.04448177292943001,-0.01766623742878437,0.013544880785048008,-0.13178929686546326,0.1575990468263626,-0.0031385633628815413,-0.08362983167171478,-0.13855300843715668,0.014769197441637516,0.06058015674352646,0.029592227190732956,-0.005509264301508665,-0.015123440884053707,-0.02661328949034214,0.032929010689258575,-0.026743408292531967,0.029335638508200645,0.03628541901707649,0.1494521051645279,-0.07425384223461151,-0.07391326129436493,-0.14634598791599274,-0.056081656366586685,-0.11940187215805054,-0.17892195284366608,0.12514442205429077,0.07455632090568542,-0.001220713253132999,-0.03584413602948189,0.005463678855448961,-0.1146574467420578,-0.3695913553237915,-0.8058438897132874,-0.14556683599948883,0.3401748239994049,0.7297581434249878,-0.418852835893631,-1.4496945142745972,0.5865786671638489,-0.6218244433403015,1.7393909692764282,-0.7346922755241394,-0.48889970779418945,-0.18569952249526978,0.449226438999176,-0.5676517486572266,0.12841898202896118,-0.43702009320259094,0.02482212707400322,-0.010490860790014267,1.3477672338485718,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
50.0,1.0805943012237549,-1.2099412679672241,-1.2757318019866943,0.03126908093690872,0.08011182397603989,0.06787708401679993,0.015296246856451035,-0.06673889607191086,-0.06920644640922546,0.14503198862075806,0.033204786479473114,-0.011864387430250645,0.18816372752189636,-0.01065780222415924,-0.026593195274472237,0.18786682188510895,-0.05828864127397537,-0.01196527574211359,-0.03440454602241516,-0.020520664751529694,0.015803014859557152,-0.132237508893013,0.1592414826154709,-0.002201395807787776,-0.072085440158844,-0.14304916560649872,0.011483336798846722,0.05179711431264877,0.0314866378903389,-0.007276034913957119,-0.015022261999547482,-0.02422826737165451,0.03314601629972458,-0.025199776515364647,0.030231118202209473,0.03869648650288582,0.15879370272159576,-0.06261361390352249,-0.07033394277095795,-0.16675792634487152,-0.10287701338529587,-0.10027194023132324,-0.1893610954284668,0.16549700498580933,0.05655459314584732,0.010708725079894066,-0.03652867302298546,0.0030870423652231693,-0.1501767784357071,-0.4219292402267456,-0.7873493432998657,-0.16992038488388062,0.3821602463722229,0.7142727375030518,-0.44361355900764465,-1.3480288982391357,0.5566816926002502,-0.6531416773796082,1.6290360689163208,-0.696502685546875,-0.4547046422958374,-0.17657014727592468,0.4585450291633606,-0.572013258934021,0.12510806322097778,-0.45248907804489136,0.028788790106773376,-0.01393355056643486,1.3482855558395386,0.7225933074951172,-0.09935964643955231,-0.3629230856895447,-0.4497818350791931,-0.30806660652160645,-0.016678214073181152,-0.09533511102199554,-0.31528112292289734,-0.1552630066871643,0.1940656304359436
